Epoch 10 | Train -> Loss: 0.4874, Acc: 0.00%, Precision: 0.0000, Recall: 0.0000, Dice: 0.0000, IoU: 0.0000
Epoch 10 | Validation -> Loss: 0.4848, Acc: 75.24%, Precision: 0.8142, Recall: 0.8349, Dice: 0.8244, IoU: 0.7013
Epoch 11 | Train -> Loss: 0.4824, Acc: 0.00%, Precision: 0.0000, Recall: 0.0000, Dice: 0.0000, IoU: 0.0000
Epoch 11 | Validation -> Loss: 0.4757, Acc: 76.51%, Precision: 0.8157, Recall: 0.8559, Dice: 0.8353, IoU: 0.7172
Epoch 12 | Train -> Loss: 0.4864, Acc: 0.00%, Precision: 0.0000, Recall: 0.0000, Dice: 0.0000, IoU: 0.0000
Epoch 12 | Validation -> Loss: 0.4757, Acc: 76.18%, Precision: 0.8263, Recall: 0.8330, Dice: 0.8296, IoU: 0.7089
Epoch 13 | Train -> Loss: 0.4796, Acc: 0.00%, Precision: 0.0000, Recall: 0.0000, Dice: 0.0000, IoU: 0.0000
Epoch 13 | Validation -> Loss: 0.4767, Acc: 76.25%, Precision: 0.8188, Recall: 0.8461, Dice: 0.8322, IoU: 0.7126
Epoch 14 | Train -> Loss: 0.4790, Acc: 0.00%, Precision: 0.0000, Recall: 0.0000, Dice: 0.0000, IoU: 0.0000
Epoch 14 | Validation -> Loss: 0.4785, Acc: 75.84%, Precision: 0.8139, Recall: 0.8465, Dice: 0.8299, IoU: 0.7092
Epoch 15 | Train -> Loss: 0.4696, Acc: 0.00%, Precision: 0.0000, Recall: 0.0000, Dice: 0.0000, IoU: 0.0000
Epoch 15 | Validation -> Loss: 0.4615, Acc: 77.09%, Precision: 0.8242, Recall: 0.8528, Dice: 0.8383, IoU: 0.7216
Epoch 15 | Test -> Loss: 0.4522, Acc: 76.98%, Precision: 0.8172, Recall: 0.8619, Dice: 0.8390, IoU: 0.7226
